City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
258,Lagoa Santa,-19.6272,-43.8897,81.57,70,40,3.44,light rain,BR,2022-01-30 18:43:17
259,Sinnamary,5.3833,-52.95,79.86,78,30,10.16,scattered clouds,GF,2022-01-30 18:43:18
260,Friedeburg,53.45,7.8333,41.14,68,75,6.91,broken clouds,DE,2022-01-30 18:43:18
261,Tiksi,71.6872,128.8694,-17.66,100,97,4.5,overcast clouds,RU,2022-01-30 18:40:33
262,Graaff-Reinet,-32.2522,24.5308,82.92,46,88,6.06,overcast clouds,ZA,2022-01-30 18:43:18
263,Klerksdorp,-26.8521,26.6667,65.07,79,100,6.35,overcast clouds,ZA,2022-01-30 18:43:19
264,Mahebourg,-20.4081,57.7,80.89,83,75,8.05,broken clouds,MU,2022-01-30 18:43:19
265,Parana,-31.732,-60.5238,92.57,30,0,4.72,clear sky,AR,2022-01-30 18:43:19
266,Saint-Francois,46.4154,3.9054,42.67,86,100,3.44,overcast clouds,FR,2022-01-30 18:43:19
267,Kayes,14.0,-11.0,91.53,9,63,8.21,broken clouds,ML,2022-01-30 18:43:20
268,Ayr,55.4627,-4.6339,45.48,87,75,31.07,moderate rain,GB,2022-01-30 18:40:31
269,Kununurra,-15.7667,128.7333,80.58,78,100,10.36,overcast clouds,AU,2022-01-30 18:43:20
270,Coquimbo,-29.9533,-71.3436,67.96,73,35,10.07,scattered clouds,CL,2022-01-30 18:41:54
271,Vostok,46.4856,135.8833,-21.75,99,63,3.65,broken clouds,RU,2022-01-30 18:43:20
272,Puerto Colombia,10.9878,-74.9547,87.89,69,100,17.18,overcast clouds,CO,2022-01-30 18:43:21
273,Lagoa,39.05,-27.9833,57.78,68,36,23.47,scattered clouds,PT,2022-01-30 18:43:21
274,Lebu,-37.6167,-73.65,62.85,62,2,17.45,clear sky,CL,2022-01-30 18:43:21
275,Lucapa,-8.4192,20.7447,66.6,93,99,3.09,light rain,AO,2022-01-30 18:43:22
276,Hay River,60.8156,-115.7999,-7.62,77,100,8.05,light snow,CA,2022-01-30 18:43:22
277,Phuket,8.0,98.25,86.09,94,20,0.0,few clouds,TH,2022-01-30 18:42:46
278,Redcar,54.6166,-1.06,43.54,65,100,14.0,light rain,GB,2022-01-30 18:43:22
279,Narsaq,60.9167,-46.05,12.42,63,100,10.45,light snow,GL,2022-01-30 18:43:23
280,Quatre Cocos,-20.2078,57.7625,80.71,83,100,18.92,light rain,MU,2022-01-30 18:44:23
281,Colares,38.7992,-9.4469,59.29,50,0,5.01,clear sky,PT,2022-01-30 18:44:23
282,Bac Lieu,9.285,105.7244,75.85,85,78,7.09,broken clouds,VN,2022-01-30 18:44:23
283,West Bay,19.3667,-81.4167,74.07,61,75,3.0,broken clouds,KY,2022-01-30 18:44:24
284,Dungarpur,23.8333,73.7167,63.0,34,0,7.23,clear sky,IN,2022-01-30 18:44:24
285,Guatavita,4.9366,-73.8331,65.91,36,44,5.17,scattered clouds,CO,2022-01-30 18:44:24
286,Bathsheba,13.2167,-59.5167,84.81,65,40,18.41,scattered clouds,BB,2022-01-30 18:44:25
287,Lazaro Cardenas,17.9583,-102.2,83.25,52,0,7.52,clear sky,MX,2022-01-30 18:44:25
288,Nemuro,43.3236,145.575,16.12,68,21,14.32,few clouds,JP,2022-01-30 18:44:25
289,Finschhafen,-6.6024,147.8681,80.37,82,100,3.33,overcast clouds,PG,2022-01-30 18:44:26
290,Avera,33.194,-82.5271,56.75,34,4,17.05,clear sky,US,2022-01-30 18:44:26
291,Klaksvik,62.2266,-6.589,38.32,92,100,17.34,overcast clouds,FO,2022-01-30 18:44:26
292,Margate,51.3813,1.3862,42.66,78,100,4.0,overcast clouds,GB,2022-01-30 18:44:27
293,Talnakh,69.4865,88.3972,-13.4,97,76,8.88,broken clouds,RU,2022-01-30 18:44:27
294,Alofi,-19.0595,-169.9187,73.29,94,100,2.3,overcast clouds,NU,2022-01-30 18:44:27
295,Thompson,55.7435,-97.8558,3.36,78,20,4.61,few clouds,CA,2022-01-30 18:42:03
296,San Juan,-31.5375,-68.5364,94.21,24,4,9.91,clear sky,AR,2022-01-30 18:44:28
297,Porto Novo,6.4965,2.6036,84.02,61,81,6.08,broken clouds,BJ,2022-01-30 18:44:28
298,Port Macquarie,-31.4333,152.9167,69.89,91,20,2.59,few clouds,AU,2022-01-30 18:41:28
299,Nishihara,26.1842,127.7558,58.28,55,75,26.46,broken clouds,JP,2022-01-30 18:44:28
300,Raudeberg,61.9875,5.1352,33.4,80,99,7.67,overcast clouds,NO,2022-01-30 18:44:28
301,Florianopolis,-27.6146,-48.5012,78.62,54,75,3.0,broken clouds,BR,2022-01-30 18:44:29
302,Podyuga,61.095,40.8647,9.54,97,100,6.17,overcast clouds,RU,2022-01-30 18:44:29
303,Verkhnevilyuysk,63.4453,120.3167,-23.42,99,44,4.12,scattered clouds,RU,2022-01-30 18:44:29
304,Yulara,-25.2406,130.9889,73.24,100,100,13.8,moderate rain,AU,2022-01-30 18:44:30
305,Birjand,32.8663,59.2211,32.47,23,0,6.91,clear sky,IR,2022-01-30 18:44:30
306,Sistranda,63.7256,8.834,34.9,53,100,6.89,overcast clouds,NO,2022-01-30 18:44:30
307,Arbagar,51.9438,116.2805,-23.58,100,45,1.05,scattered clouds,RU,2022-01-30 18:44:31
308,Sao Filipe,14.8961,-24.4956,72.27,70,100,14.45,overcast clouds,CV,2022-01-30 18:44:31
309,Batasan,12.7667,120.7833,79.03,77,84,3.06,broken clouds,PH,2022-01-30 18:44:31
310,Pinega,64.7001,43.3936,10.42,96,100,5.28,overcast clouds,RU,2022-01-30 18:44:31
311,Ancud,-41.8697,-73.8203,63.43,57,55,11.39,broken clouds,CL,2022-01-30 18:44:32
312,Sur,22.5667,59.5289,71.92,66,0,0.69,clear sky,OM,2022-01-30 18:44:32
313,Chongwe,-15.3292,28.682,64.4,97,100,2.71,overcast clouds,ZM,2022-01-30 18:44:32
314,Kisoro,-1.2854,29.685,62.83,66,99,1.23,overcast clouds,UG,2022-01-30 18:44:33
315,Vardo,70.3705,31.1107,28.15,86,75,19.57,broken clouds,NO,2022-01-30 18:44:33
316,Paamiut,61.994,-49.6678,9.79,73,100,8.46,overcast clouds,GL,2022-01-30 18:44:33
317,Havre-Saint-Pierre,50.2334,-63.5986,10.99,85,100,16.11,overcast clouds,CA,2022-01-30 18:44:34
318,Daru,-9.0763,143.2092,75.79,89,100,7.29,overcast clouds,PG,2022-01-30 18:44:34
319,Calatayud,41.3535,-1.6432,54.18,36,0,2.15,clear sky,ES,2022-01-30 18:44:34
320,Guerrero Negro,27.9769,-114.0611,64.92,55,97,13.78,overcast clouds,MX,2022-01-30 18:44:35
321,Jalu,29.0331,21.5482,55.0,60,31,16.06,scattered clouds,LY,2022-01-30 18:44:35
322,Brigantine,39.4101,-74.3646,28.04,35,0,11.5,clear sky,US,2022-01-30 18:44:35
323,Kamenka,51.3223,42.7678,23.76,94,100,13.13,overcast clouds,RU,2022-01-30 18:44:35
324,Seminole,28.7086,-81.2081,57.02,28,0,3.0,clear sky,US,2022-01-30 18:44:36
325,Wewak,-3.5534,143.6268,76.26,90,100,11.81,overcast clouds,PG,2022-01-30 18:44:36
326,Creston,41.0586,-94.3614,30.52,100,20,3.44,few clouds,US,2022-01-30 18:45:36
327,Laguna,38.421,-121.4238,61.65,70,0,3.0,clear sky,US,2022-01-30 18:45:37
328,Manzil Salim,35.8567,8.4765,53.6,42,0,3.31,clear sky,TN,2022-01-30 18:45:37
329,La Serena,-29.9078,-71.2542,70.12,66,43,9.1,scattered clouds,CL,2022-01-30 18:41:54
330,La Ronge,55.1001,-105.2842,12.45,85,100,9.22,overcast clouds,CA,2022-01-30 18:45:37
331,Pandan,14.0453,124.1694,76.71,89,9,8.43,clear sky,PH,2022-01-30 18:45:38
332,Hambantota,6.1241,81.1185,77.34,100,20,1.14,few clouds,LK,2022-01-30 18:45:38
333,Puerto Escondido,15.85,-97.0667,83.77,52,0,7.76,clear sky,MX,2022-01-30 18:45:38
334,Kisangani,0.5167,25.2,76.03,39,99,0.63,overcast clouds,CD,2022-01-30 18:45:39
335,Balikpapan,-1.2675,116.8289,77.99,94,20,4.61,few clouds,ID,2022-01-30 18:45:39
336,Altay,47.8667,88.1167,3.36,54,32,7.45,scattered clouds,CN,2022-01-30 18:45:39
337,Sao Joao Da Barra,-21.6403,-41.0511,87.89,78,18,9.84,few clouds,BR,2022-01-30 18:42:15
338,Bundaberg,-24.85,152.35,71.89,97,31,5.75,scattered clouds,AU,2022-01-30 18:45:40
339,Kencong,-8.2833,113.3667,75.88,91,100,2.42,overcast clouds,ID,2022-01-30 18:45:40
340,Sandwick,60.0,-1.25,39.02,87,75,21.85,broken clouds,GB,2022-01-30 18:45:40
341,Garden City,42.3256,-83.331,27.0,70,75,0.0,haze,US,2022-01-30 18:42:32
342,Lompoc,34.6391,-120.4579,73.13,43,0,3.0,clear sky,US,2022-01-30 18:45:41
343,Zadar,44.1197,15.2422,44.65,93,0,3.44,clear sky,HR,2022-01-30 18:45:41
344,Kulhudhuffushi,6.6221,73.07,80.73,77,27,9.35,scattered clouds,MV,2022-01-30 18:45:41
345,Aksarka,66.5606,67.7975,-1.62,97,98,5.3,overcast clouds,RU,2022-01-30 18:45:42
346,Sept-Iles,50.2001,-66.3821,9.12,64,75,11.99,broken clouds,CA,2022-01-30 18:45:26
347,Mangai,-4.05,19.5333,79.57,64,100,1.21,overcast clouds,CD,2022-01-30 18:45:42
348,Banda Aceh,5.5577,95.3222,76.6,83,64,6.98,broken clouds,ID,2022-01-30 18:45:42
349,Wadi Musa,30.3222,35.4793,42.48,52,0,1.32,clear sky,JO,2022-01-30 18:45:43
350,Santa Maria,-29.6842,-53.8069,83.5,61,20,9.22,few clouds,BR,2022-01-30 18:45:43
351,Quimper,48.0,-4.1,49.6,93,100,5.75,mist,FR,2022-01-30 18:45:43
352,Timra,62.487,17.3257,31.68,84,12,10.36,few clouds,SE,2022-01-30 18:45:44
353,Stettler,52.3168,-112.7186,37.24,79,84,4.76,broken clouds,CA,2022-01-30 18:45:44
354,Namibe,-15.1961,12.1522,73.22,73,100,6.31,overcast clouds,AO,2022-01-30 18:43:16
355,Airai,-8.9266,125.4092,61.18,94,96,4.0,overcast clouds,TL,2022-01-30 18:45:44
356,Flinders,-34.5833,150.8552,70.38,85,46,3.02,scattered clouds,AU,2022-01-30 18:45:45
357,Malente,54.1712,10.5552,42.12,70,78,14.94,broken clouds,DE,2022-01-30 18:45:45
358,Abu Zabad,12.35,29.25,66.61,13,6,11.99,clear sky,SD,2022-01-30 18:42:07
359,Svetlogorsk,52.6333,29.7333,31.5,96,100,9.84,overcast clouds,BY,2022-01-30 18:45:45
360,Nizwa,22.9333,57.5333,70.32,36,0,1.1,clear sky,OM,2022-01-30 18:45:46
361,Grindavik,63.8424,-22.4338,24.75,93,75,36.82,light shower snow,IS,2022-01-30 18:45:46
362,Axim,4.8699,-2.2405,80.37,77,100,8.68,overcast clouds,GH,2022-01-30 18:45:46
363,Novikovo,51.1537,37.8879,30.31,93,100,14.56,light snow,RU,2022-01-30 18:45:47
364,Husavik,66.0449,-17.3389,28.31,70,24,25.1,few clouds,IS,2022-01-30 18:45:47
365,Saldanha,-33.0117,17.9442,77.05,89,100,15.46,overcast clouds,ZA,2022-01-30 18:45:47
366,Talas,38.6908,35.5538,21.87,86,75,4.61,broken clouds,TR,2022-01-30 18:45:47
367,Karratha,-20.7377,116.8463,82.69,62,47,21.56,scattered clouds,AU,2022-01-30 18:45:48
368,Coihaique,-45.5752,-72.0662,57.81,44,40,8.05,scattered clouds,CL,2022-01-30 18:45:48
369,Waingapu,-9.6567,120.2641,79.34,80,100,9.93,overcast clouds,ID,2022-01-30 18:45:49
370,Maku,39.2911,44.4521,15.6,83,26,8.34,scattered clouds,IR,2022-01-30 18:45:49
371,Pauini,-7.7136,-66.9764,82.29,78,75,1.88,broken clouds,BR,2022-01-30 18:45:49
372,Constitucion,-35.3333,-72.4167,69.96,63,4,19.62,clear sky,CL,2022-01-30 18:46:49
373,Meulaboh,4.1363,96.1285,77.54,83,99,2.48,overcast clouds,ID,2022-01-30 18:46:50
374,Tolaga Bay,-38.3667,178.3,64.53,81,56,6.35,broken clouds,NZ,2022-01-30 18:46:50
375,Nisia Floresta,-6.0911,-35.2086,88.18,62,19,13.04,few clouds,BR,2022-01-30 18:46:51
376,Sheridan,44.8333,-106.9173,50.18,35,0,1.99,clear sky,US,2022-01-30 18:46:32
377,Pisco,-13.7,-76.2167,73.45,68,0,10.36,clear sky,PE,2022-01-30 18:46:51
378,Colon,9.3592,-79.9014,90.25,52,4,13.15,clear sky,PA,2022-01-30 18:46:51
379,Rawson,-43.3002,-65.1023,61.29,40,63,16.62,broken clouds,AR,2022-01-30 18:46:52
380,Anloga,5.7947,0.8973,84.42,58,100,11.18,overcast clouds,GH,2022-01-30 18:46:52
381,Pacific Grove,36.6177,-121.9166,66.63,56,0,4.0,clear sky,US,2022-01-30 18:45:47
382,Saint-Augustin,51.226,-58.6502,29.21,96,100,21.88,snow,CA,2022-01-30 18:46:53
383,Naifaru,5.4444,73.3657,81.45,77,49,14.38,scattered clouds,MV,2022-01-30 18:46:53
384,Diamantino,-14.4086,-56.4461,74.77,91,100,7.92,overcast clouds,BR,2022-01-30 18:46:53
385,Danilovka,50.3557,44.1168,22.96,93,100,10.85,overcast clouds,RU,2022-01-30 18:46:54
386,Kaputa,-8.4689,29.6619,67.28,90,100,2.04,overcast clouds,ZM,2022-01-30 18:46:54
387,Santiago Del Estero,-27.7951,-64.2615,96.15,22,0,4.47,clear sky,AR,2022-01-30 18:46:54
388,Lodi,38.1302,-121.2725,59.65,74,0,1.99,clear sky,US,2022-01-30 18:46:55
389,Longyearbyen,78.2186,15.6401,8.44,66,0,24.16,clear sky,SJ,2022-01-30 18:45:48
390,Nova Granada,-20.5339,-49.3142,73.65,86,100,10.47,overcast clouds,BR,2022-01-30 18:45:05
391,Amantea,39.1332,16.0746,53.55,77,17,5.91,few clouds,IT,2022-01-30 18:46:55
392,Balkanabat,39.5108,54.3671,45.77,48,85,8.66,overcast clouds,TM,2022-01-30 18:46:56
393,Goroka,-6.0834,145.3873,61.14,98,100,2.64,overcast clouds,PG,2022-01-30 18:46:56
394,Ahipara,-35.1667,173.1667,62.91,88,100,8.84,overcast clouds,NZ,2022-01-30 18:45:49
395,Veraval,20.9,70.3667,67.57,62,0,10.16,clear sky,IN,2022-01-30 18:46:56
396,Malindi,-3.2175,40.1191,80.76,78,20,8.05,few clouds,KE,2022-01-30 18:46:57
397,Komsomolskiy,40.4272,71.7189,35.02,86,100,4.61,mist,UZ,2022-01-30 18:46:57
398,Simbahan,6.3032,120.5836,81.05,77,30,8.81,scattered clouds,PH,2022-01-30 18:46:57
399,Sri Aman,1.2376,111.4621,78.85,94,100,0.0,overcast clouds,MY,2022-01-30 18:46:58
400,Codrington,-38.2667,141.9667,61.65,98,46,6.53,scattered clouds,AU,2022-01-30 18:46:58
401,Worland,44.0169,-107.9554,43.95,68,0,3.44,clear sky,US,2022-01-30 18:46:59
402,Camacupa,-12.0167,17.4833,62.4,91,100,4.65,overcast clouds,AO,2022-01-30 18:46:59
403,Alice Springs,-23.7,133.8833,72.95,100,100,8.05,overcast clouds,AU,2022-01-30 18:45:10
404,Zheleznodorozhnyy,55.7503,38.0042,25.32,95,100,11.63,snow,RU,2022-01-30 18:43:26
405,Ilulissat,69.2167,-51.1,8.62,66,75,17.27,light shower snow,GL,2022-01-30 18:46:59
406,Oshnaviyeh,37.0397,45.0983,23.25,88,48,8.57,scattered clouds,IR,2022-01-30 18:47:00
407,Tanete,-3.9443,119.7848,75.15,90,100,2.57,overcast clouds,ID,2022-01-30 18:47:00
408,Camopi,3.1655,-52.3158,79.79,82,39,4.43,scattered clouds,GF,2022-01-30 18:47:01
409,Oranjemund,-28.55,16.4333,68.41,78,99,3.65,overcast clouds,NA,2022-01-30 18:47:01
410,Agua Verde,22.9,-106.05,76.12,58,100,6.58,overcast clouds,MX,2022-01-30 18:47:01
411,Dzaoudzi,-12.7887,45.2699,82.29,78,0,6.91,clear sky,YT,2022-01-30 18:47:02
412,Zaysan,47.4667,84.8667,6.44,90,100,1.21,overcast clouds,KZ,2022-01-30 18:47:02
413,La Macarena,2.1837,-73.7849,94.23,30,56,7.99,broken clouds,CO,2022-01-30 18:47:02
414,Srednekolymsk,67.45,153.6833,-23.66,99,100,4.74,overcast clouds,RU,2022-01-30 18:43:22
415,Conde,-7.2597,-34.9075,87.26,58,40,16.11,scattered clouds,BR,2022-01-30 18:45:00
416,Havoysund,70.9963,24.6622,32.23,67,94,13.91,overcast clouds,NO,2022-01-30 18:48:03
417,Dunedin,-45.8742,170.5036,61.81,88,0,5.99,clear sky,NZ,2022-01-30 18:47:38
418,Pamanukan,-6.2842,107.8106,76.39,92,100,5.08,overcast clouds,ID,2022-01-30 18:48:03
419,Tazovskiy,67.4667,78.7,-11.63,99,98,8.23,overcast clouds,RU,2022-01-30 18:48:03
420,Sangar,63.9242,127.4739,-35.01,99,32,2.51,scattered clouds,RU,2022-01-30 18:48:04
421,Taoudenni,22.6783,-3.9836,78.1,13,98,14.27,overcast clouds,ML,2022-01-30 18:48:04
422,Orlik,52.5178,99.825,-25.02,95,54,2.35,broken clouds,RU,2022-01-30 18:48:04
423,Sokolo,14.7328,-6.1219,84.38,11,9,9.04,clear sky,ML,2022-01-30 18:48:05
424,Teseney,15.11,36.6575,75.85,41,5,10.63,clear sky,ER,2022-01-30 18:48:05
425,Robat Karim,35.4846,51.0829,42.66,41,0,6.91,clear sky,IR,2022-01-30 18:48:05
426,Balarampur,23.1167,86.2167,59.52,40,100,3.76,overcast clouds,IN,2022-01-30 18:48:06
427,Umm Lajj,25.0213,37.2685,66.33,59,100,10.6,overcast clouds,SA,2022-01-30 18:48:06
428,Maningrida,-12.0667,134.2667,78.94,87,100,12.73,light rain,AU,2022-01-30 18:48:06
429,Vila Velha,-20.3297,-40.2925,84.15,65,75,10.36,thunderstorm,BR,2022-01-30 18:43:18
430,Kahului,20.8947,-156.47,75.85,69,0,0.0,clear sky,US,2022-01-30 18:48:07
431,Mount Pleasant,32.7941,-79.8626,53.11,34,0,1.01,clear sky,US,2022-01-30 18:46:08
432,Jingdezhen,29.2947,117.2079,34.09,91,31,3.15,scattered clouds,CN,2022-01-30 18:48:07
433,Zwedru,6.0667,-8.1281,82.11,25,100,2.48,overcast clouds,LR,2022-01-30 18:48:07
434,Fallon,39.4735,-118.7774,45.91,42,0,0.0,clear sky,US,2022-01-30 18:48:08
435,Tiznit,29.5833,-9.5,65.21,22,100,16.84,overcast clouds,MA,2022-01-30 18:48:08
436,Padang,-0.9492,100.3543,75.25,91,100,2.77,overcast clouds,ID,2022-01-30 18:48:09
437,Paita,-5.0892,-81.1144,84.76,69,85,10.89,overcast clouds,PE,2022-01-30 18:48:09
438,Saint-Georges,12.0564,-61.7485,83.88,70,20,24.16,few clouds,GD,2022-01-30 18:48:09
439,Chicama,-7.8447,-79.1469,68.54,59,100,11.99,overcast clouds,PE,2022-01-30 18:48:09
440,Jishu,44.3167,126.8,-5.8,100,25,3.24,scattered clouds,CN,2022-01-30 18:48:10
441,Yakeshi,49.2833,120.7333,-29.2,100,88,2.24,overcast clouds,CN,2022-01-30 18:48:10
442,Talitsy,56.5289,42.3344,24.19,95,100,7.2,overcast clouds,RU,2022-01-30 18:48:10
443,Am Timan,11.0297,20.2827,79.23,15,4,4.7,clear sky,TD,2022-01-30 18:48:11
444,Beysehir,37.6773,31.7246,35.28,99,100,5.86,light snow,TR,2022-01-30 18:48:11
445,Mantua,45.1667,10.7833,48.49,86,0,3.0,clear sky,IT,2022-01-30 18:48:11
446,Budisov Nad Budisovkou,49.7951,17.6297,37.98,68,64,24.0,broken clouds,CZ,2022-01-30 18:48:12
447,Iqaluit,63.7506,-68.5145,-11.47,70,75,6.91,broken clouds,CA,2022-01-30 18:48:12
448,Bonthe,7.5264,-12.505,80.42,73,13,10.85,few clouds,SL,2022-01-30 18:48:12
449,Lamu,-2.2717,40.902,77.54,81,90,13.15,overcast clouds,KE,2022-01-30 18:48:12
450,Kudat,6.8837,116.8477,80.53,89,20,2.3,few clouds,MY,2022-01-30 18:48:13
451,Shirokiy,49.758,129.523,-22.32,100,54,4.38,broken clouds,RU,2022-01-30 18:48:13
452,Savinka,50.0785,47.0994,27.79,93,100,10.6,overcast clouds,RU,2022-01-30 18:48:13
453,Yuksekova,37.5736,44.2872,18.23,100,100,1.05,overcast clouds,TR,2022-01-30 18:48:14
454,Minot,48.2325,-101.2963,30.11,68,0,5.75,clear sky,US,2022-01-30 18:48:14
455,Hovd,48.0056,91.6419,-13.11,81,22,2.13,few clouds,MN,2022-01-30 18:48:14
456,Shache,38.4167,77.2406,27.72,43,100,1.07,overcast clouds,CN,2022-01-30 18:48:15
457,Safakulevo,54.9901,62.5442,2.71,97,100,4.21,overcast clouds,RU,2022-01-30 18:48:15
458,Amarante Do Maranhao,-5.5667,-46.7422,79.23,83,100,3.62,overcast clouds,BR,2022-01-30 18:48:15
459,Viedma,-40.8135,-62.9967,65.55,33,100,13.47,overcast clouds,AR,2022-01-30 18:48:16
460,Naze,28.3667,129.4833,52.52,69,100,21.27,overcast clouds,JP,2022-01-30 18:48:16
461,Ramsar,36.9226,50.6426,42.24,87,0,0.0,clear sky,IR,2022-01-30 18:48:16
462,Adrar,20.5022,-10.0711,79.72,11,99,9.28,overcast clouds,MR,2022-01-30 18:48:17
463,Zverinogolovskoye,54.4586,64.8542,9.79,94,100,6.51,overcast clouds,RU,2022-01-30 18:49:17
464,Olafsvik,64.8945,-23.7142,28.96,57,100,37.02,light snow,IS,2022-01-30 18:49:17
465,Falam,22.9167,93.6833,38.34,71,0,4.03,clear sky,MM,2022-01-30 18:49:17
466,Manggar,-2.8833,108.2667,78.49,80,100,5.84,overcast clouds,ID,2022-01-30 18:49:18
467,Batagay-Alyta,67.8006,130.4114,-19.12,95,84,2.35,broken clouds,RU,2022-01-30 18:49:18
468,College,64.8569,-147.8028,-25.35,71,75,0.0,broken clouds,US,2022-01-30 18:45:41
469,Dubbo,-32.25,148.6167,69.93,83,37,10.36,light rain,AU,2022-01-30 18:49:18
470,Isangel,-19.55,169.2667,80.71,89,100,14.97,overcast clouds,VU,2022-01-30 18:49:19
471,Inndyr,67.0338,14.0276,32.04,76,99,7.76,snow,NO,2022-01-30 18:49:19
472,Pakokku,21.3333,95.1,62.71,50,0,3.22,clear sky,MM,2022-01-30 18:49:19
473,Dedza,-14.3779,34.3332,58.1,93,5,1.52,clear sky,MW,2022-01-30 18:49:19
474,Kevsala,45.7983,42.6903,32.94,93,99,8.84,light snow,RU,2022-01-30 18:49:20
475,Bud,39.447,-86.1758,40.12,54,61,11.9,broken clouds,US,2022-01-30 18:47:10
476,Batemans Bay,-35.7167,150.1833,72.19,95,63,2.21,broken clouds,AU,2022-01-30 18:49:20
477,Kijang,35.2442,129.2139,32.83,29,0,4.72,clear sky,KR,2022-01-30 18:49:21
478,Key West,24.5557,-81.7826,60.8,38,0,10.36,clear sky,US,2022-01-30 18:49:21
479,San Pedro,14.35,121.0167,78.31,84,20,2.3,few clouds,PH,2022-01-30 18:49:21
480,Hervey Bay,-25.2986,152.8535,71.71,87,65,8.57,broken clouds,AU,2022-01-30 18:49:21
481,Ayan,56.45,138.1667,0.81,69,100,17.25,overcast clouds,RU,2022-01-30 18:49:22
482,Ereymentau,51.6199,73.1033,11.19,90,45,15.59,scattered clouds,KZ,2022-01-30 18:49:22
483,Galle,6.0367,80.217,77.65,86,29,4.81,scattered clouds,LK,2022-01-30 18:49:22
484,Wagga Wagga,-35.1167,147.3667,68.41,94,40,8.05,scattered clouds,AU,2022-01-30 18:49:23
485,Port-Cartier,50.0334,-66.8654,8.82,74,100,15.28,overcast clouds,CA,2022-01-30 18:49:23
486,Chandla,25.0833,80.2,58.1,43,0,3.2,clear sky,IN,2022-01-30 18:49:23
487,Nanuque,-17.8392,-40.3539,89.11,51,90,8.46,overcast clouds,BR,2022-01-30 18:49:24
488,Tomatlan,19.9333,-105.25,87.64,34,2,9.26,clear sky,MX,2022-01-30 18:46:09
489,Damghan,36.1683,54.348,37.02,39,0,3.98,clear sky,IR,2022-01-30 18:49:24
490,Ambulu,-8.345,113.6058,76.57,91,100,2.15,overcast clouds,ID,2022-01-30 18:49:24
491,Santa Cruz De Tenerife,28.4682,-16.2546,68.22,81,40,1.01,scattered clouds,ES,2022-01-30 18:49:25
492,Arlit,18.7369,7.3853,68.79,14,0,19.17,clear sky,NE,2022-01-30 18:49:25
493,Los Llanos De Aridane,28.6585,-17.9182,62.35,84,20,5.75,few clouds,ES,2022-01-30 18:49:25
494,Almaznyy,48.0448,40.045,32.14,93,100,16.4,light snow,RU,2022-01-30 18:49:26
495,Dubovskoye,47.4092,42.7575,31.46,93,100,13.13,overcast clouds,RU,2022-01-30 18:49:26
496,Upington,-28.4478,21.2561,79.18,53,20,14.97,few clouds,ZA,2022-01-30 18:49:26
497,Havelock,34.8791,-76.9013,43.03,35,2,5.99,clear sky,US,2022-01-30 18:49:27
498,Muroto,33.2833,134.15,46.0,62,14,12.59,few clouds,JP,2022-01-30 18:49:27
499,Bend,44.0582,-121.3153,48.45,43,0,8.99,clear sky,US,2022-01-30 18:47:18
500,Lubaczow,50.157,23.1234,37.51,93,100,24.85,overcast clouds,PL,2022-01-30 18:49:27
501,Golfito,8.639,-83.166,86.23,56,25,6.42,scattered clouds,CR,2022-01-30 18:49:28
502,Thanh Hoa,19.8,105.7667,56.88,85,100,7.34,overcast clouds,VN,2022-01-30 18:49:28
503,Palau,7.503,134.621,75.16,94,75,4.61,broken clouds,PW,2022-01-30 18:49:28
504,Honiara,-9.4333,159.95,77.61,86,100,1.36,light rain,SB,2022-01-30 18:49:28
505,Beberibe,-4.1797,-38.1306,87.84,76,100,7.76,overcast clouds,BR,2022-01-30 18:49:29
506,Bairiki,1.3292,172.9752,81.81,78,100,19.3,light rain,KI,2022-01-30 18:49:29
507,Povenets,62.8487,34.8262,17.35,93,100,6.67,light snow,RU,2022-01-30 18:49:29
508,Kungurtug,50.5994,97.5228,-22.23,98,29,1.77,scattered clouds,RU,2022-01-30 18:50:30
509,Pochutla,15.7432,-96.4661,86.83,35,0,8.52,clear sky,MX,2022-01-30 18:50:30
510,Myra,45.4358,12.1348,42.04,80,0,1.14,clear sky,IT,2022-01-30 18:50:30
511,Abu Dhabi,24.4667,54.3667,68.11,70,0,6.91,clear sky,AE,2022-01-30 18:49:25
512,Gamba,-2.65,10.0,78.12,84,100,3.98,overcast clouds,GA,2022-01-30 18:50:30
513,Sisimiut,66.9395,-53.6735,10.58,82,100,17.0,light snow,GL,2022-01-30 18:50:31
514,Sao Felix Do Xingu,-6.6447,-51.995,76.37,80,97,3.02,overcast clouds,BR,2022-01-30 18:50:31
515,Houma,29.5958,-90.7195,66.99,48,0,11.01,clear sky,US,2022-01-30 18:50:31
516,San Patricio,28.017,-97.5169,71.69,48,3,12.44,clear sky,US,2022-01-30 18:50:32
517,Redlands,34.0556,-117.1825,69.93,22,0,1.19,clear sky,US,2022-01-30 18:47:00
518,Puerto Del Rosario,28.5004,-13.8627,65.95,45,20,4.61,few clouds,ES,2022-01-30 18:50:32
519,Saint Anthony,45.0205,-93.218,22.28,66,0,0.0,clear sky,US,2022-01-30 18:46:08
520,Te Anau,-45.4167,167.7167,55.99,92,31,0.45,scattered clouds,NZ,2022-01-30 18:50:33
521,Tura,25.5198,90.2201,52.75,59,5,3.4,clear sky,IN,2022-01-30 18:50:33
